Gauge_ID;01_collie1_1p_1s;02_wetland_4p_1s;03_collie2_4p_1s;04_newzealand1_6p_1s;05_ihacres_6p_1s;06_alpine1_4p_2s;07_gr4j_4p_2s;08_us1_5p_2s;09_susannah1_6p_2s;10_susannah2_6p_2s;11_collie3_6p_2s;12_alpine2_6p_2s;13_hillslope_7p_2s;14_topmodel_7p_2s;15_plateau_8p_2s;16_newzealand2_8p_2s;17_penman_4p_3s;18_simhyd_7p_3s;19_australia_8p_3s;20_gsfb_8p_3s;21_flexb_9p_3s;22_vic_10p_3s;24_mopex1_5p_4s;25_tcm_6p_4s;26_flexi_10p_4s;27_tank_12p_4s;28_xinanjiang_12p_4s;29_hymod_5p_5s;30_mopex2_7p_5s;31_mopex3_8p_5s;32_mopex4_10p_5s;34_flexis_12p_5s;35_mopex5_12p_5s;36_modhydrolog_15p_5s;37_hbv_15p_5s;40_smar_8p_6s
1013500.0;-0.06909237592907735;0.09704474353850667;-0.0023671375986304977;0.018797140657165423;0.1719862703660694;0.8303142852144889;0.047291193134039955;0.05810493558521168;0.009645315084431783;0.07495599792815832;0.013093439066961587;0.8301019293593249;0.23142733916725888;0.13326325140008066;0.15109808943551906;0.01279753337066003;0.022226518255927474;0.12155324359450659;0.06803415916500422;0.062164784920012095;0.16403697461158862;0.1297229481508817;0.026702167936788146;0.04823079690607335;0.0333120894136133;0.01049237050183649;0.21149108190707078;0.1288721610631417;0.8709474099462093;0.8821040477948414;0.9336497553826392;0.8794676673068056;0.9404046004396075;0.17555198070728972;0.8917884473826592;0.10999339228585914
1022500.0;-0.05958464703569;0.548633910469122;0.6037099685659343;0.6194077257558555;0.6700221313867589;0.7303774928230407;0.6013485914858802;0.6067683093986121;0.6218185202588131;0.5491392791385561;0.618304813771864;0.7325518093488852;0.6946271637242674;0.41140177973524183;0.6893421684622374;0.5539543348030427;0.5509238945528417;0.6651717667596471;0.5731679295415735;0.635456830808526;0.5688274938521731;0.37985384757766283;0.5598057619100949;0.5967262883327955;0.5543650869712573;0.6099623024523406;0.6945646477532266;0.6642995487605251;0.7302621688756563;0.6886201855491697;0.8534845487950423;0.7641072037018032;0.8390784387300986;0.6820023789520894;0.701623422437283;0.6829899384830712
1030500.0;-0.03639273564888912;0.2302682854789535;0.3126416250020865;0.31271125976901815;0.3525354166191633;0.826102235297309;0.3431505916751185;0.38081540491309407;0.3500858270332118;0.3814392460656131;0.3537328217461527;0.8260930749604801;0.443534687075845;0.14928598242863456;0.4125360591362601;0.3024278336634769;0.2725962398402504;0.34021417841615964;0.38852799190738685;0.314439761110624;0.31207122643854746;0.14057125885078314;0.2794489372592881;0.3529819740009017;0.307145547243279;0.29302225065179244;0.41897155315812495;0.3825600682554592;0.7741571728166822;0.689823322155826;0.8955509824821652;0.8388761281978747;0.9086530331472319;0.3802371537238147;0.9220739105318037;0.41173200096352636
1031500.0;0.2980063723512517;0.5244666038843571;0.5461520974820931;0.5687630050685819;0.5940363070677529;0.7763703595834801;0.5428405229915272;0.5534202915416999;0.5694208701215981;0.5590517180263861;0.57213991765494;0.7763704601687551;0.6152920570375559;0.43782999386235444;0.6035303179911328;0.5777299311370175;0.4710960242337754;0.5592633188222735;0.5555393235652777;0.5716569384255358;0.4354821950863502;0.41878151899415217;0.4929175361169459;0.5406065811111807;0.5084721729698273;0.5385102486471388;0.5989265946495371;0.5541256896634377;0.8229601261451357;0.8158578910237498;0.863672591463763;0.8150485786594921;0.8234932372092028;0.6301341376111702;0.8724041278711333;0.527624755536295
1047000.0;0.2825801327472036;0.5567434893758606;0.5704836937780531;0.5968426918225734;0.6033597746194104;0.8064116891834872;0.5793279154803892;0.5782616746699267;0.5993444214947979;0.5871072481764068;0.5967905246621791;0.8077863252839168;0.5961065435805697;0.3566510517811957;0.615692176054639;0.5493532056917487;0.560497902255247;0.5318503956894423;0.5882834032534319;0.5902182372139597;0.5670226032820127;0.5082353294936259;0.5014370237569796;0.5417497525973993;0.5502414371764961;0.5409882193670348;0.6168740249773607;0.583894817266482;0.8351657954717021;0.8352083776197239;0.7769680080790615;0.8270112929223781;0.824388447388668;0.5872202701733011;0.7684684227857189;0.5634110802502574
1052500.0;0.20878085685564174;0.3192917839528804;0.31156704440122585;0.3203635602266166;0.36010678638728455;0.8337601014390568;0.3147221021428678;0.3102295522988895;0.31904228314252436;0.3159824494827569;0.3170190814221455;0.8687544028143609;0.3778466225230328;0.21221790790062456;0.3717880703325126;0.2944200601219009;0.29010849742180733;0.3439843974249984;0.31010203088343136;0.25800623218464525;0.19369581114102397;0.36199778043353004;0.2997972282395347;0.2329635893893124;0.19140924546768667;0.3137993558481261;0.3675785448037632;0.30624199017516984;0.8072742044223702;0.8109425658186219;0.7903016056997292;0.8676452122857945;0.7917381450692488;0.33916879520608956;0.7699699085092845;0.3176027745928359
1054200.0;0.5156118688008152;0.6268626617615015;0.6129179853103124;0.6144427339758421;0.6101135528677061;0.6943462860873532;0.61012701984096;0.5887772481161794;0.5932179957828224;0.5801637486081719;0.6131703047330037;0.7567842738650987;0.5745815357095587;0.6086644554975476;0.5535650801663698;0.6136713047741164;0.5372010031443771;0.6290987684860933;0.5734325406234655;0.506495930147304;0.5407836997624078;0.6428671791446388;0.5485092463633006;0.40660574427291596;0.5302849019822584;0.5852076766057079;0.629965533240021;0.5365055970363126;0.7117303572880013;0.7117438636177003;0.689350613368173;0.7369299340783466;0.675527729955438;0.5631292387378053;0.5276790078165415;0.59629392902771
1055000.0;0.41318947424870967;0.5329960699782776;0.506514816891432;0.5434108466145546;0.5533104103886268;0.7046687583509637;0.5329577326035644;0.5024268554030282;0.531697452707393;0.5197044873176395;0.5442890719106115;0.7026105946099338;0.5288866354812749;0.5140235191460693;0.5144685399023958;0.5507924678596086;0.48826633196939206;0.5310523744483246;0.5122487450448385;0.5350118683023302;0.4570664385069645;0.5725876524178048;0.49665935638715275;0.370621040099006;0.4810033497983308;0.5178243651003414;0.5721446082124422;0.4693099199946664;0.5855200195888038;0.6972032963656034;0.6108489454014512;0.7380530635847473;0.6751263393428713;0.5102864666133834;0.6255342356804697;0.5375172811108171
1057000.0;0.28301659814980673;0.6097064684480069;0.6053782696138006;0.6469284678251697;0.7014228389239161;0.669515838016303;0.6425551708296134;0.6282702327876744;0.6587996324382404;0.6399623453470449;0.6556939620133648;0.8242626460549929;0.7194061563952328;0.5542008363683599;0.6921101938791953;0.5717716595642415;0.5778141306871114;0.6970024409451349;0.6650030963161949;0.6426955532083267;0.5692345396932091;0.5859784967783779;0.5848550506283945;0.6142701507432564;0.5600241957587209;0.6581146093182244;0.720996233131467;0.6608369163495242;0.8383490992139784;0.8383082539485535;0.8405186982027024;0.8025198138060063;0.8650682692877179;0.7302286852400317;0.8213184528672394;0.6771060050472879
1073000.0;0.23943215186153954;0.703134538472487;0.7038637520252997;0.7813050290974988;0.7723756553724204;0.7179972702333816;0.7398212124806596;0.7025129112477329;0.7905460625741808;0.6961422894620011;0.7935676372742327;0.7910844435609365;0.7755399996555816;0.6321891398386658;0.7743232022079136;0.784675902379493;0.6139000215210271;0.7991701536906253;0.797243850283002;0.7422474729739499;0.6400074295735529;0.5903040633934276;0.4165961735434498;0.6521389703531386;0.675322592624013;0.76548245232707;0.812747816853959;0.7361804684948368;0.8454258889521988;0.8372501801054129;0.6897966169003775;0.7671715297570467;0.802112911469008;0.8136888791967669;0.7560885405393938;0.723619555357729
